,theme,vector
220,이버멕틴,"[-2.04567320e+04 -2.29772895e+04  4.15050249e+03  9.90570003e+03
 -5.93093217e+03  1.54767335e+04  5.12537094e+00 -1.70863691e+04
 -2.76440211e+01 -3.06952568e+04 -4.94992850e+03  7.88608299e+02
  1.84463091e+04  5.76176031e+03 -1.18624585e+04  9.99864889e+03
  2.38675609e+01  4.45889253e+02  3.88859438e+04 -3.84812678e+03
  3.81411201e+03 -6.63238695e+02 -1.51761486e+04  2.00349242e+04
  6.99173838e+03  1.10463126e+03 -9.19492591e+03  1.79484999e+03
  3.23073036e+04 -1.85677567e+04 -5.53563694e+03  6.08515705e+03
  3.85176086e+04 -1.72565062e+04  5.68244304e+03  1.54456114e+04
  3.05312509e+03  1.92644206e+04  1.34715293e+04  1.50209144e+04
 -1.02626779e+04 -2.64171383e+04  2.78778388e+04 -2.81427460e+03
 -2.85730184e+04 -3.06923412e+03 -1.79600991e+04 -1.13699220e+04
  8.88556714e+03  4.23341252e+03  1.36719948e+04  1.55540412e+04
 -2.01135363e+04  1.46390307e+04  1.58158619e+04 -9.24354780e+03
  8.43938406e+03 -4.68251985e+02  7.14238361e+03 -3.52850293e+04
  1.97083852e+04 -1.25958253e+04  3.24327832e+03 -6.82295791e+03
 -3.12547643e+04  1.61637682e+04  1.30282506e+03  4.22113378e+03
 -1.83761892e+04  5.74380520e+03  2.36778410e+03 -1.19359492e+04
 -1.28431108e+04  2.92077224e+04  2.46665405e+04  2.38375409e+04
 -6.06430012e+03  2.13966277e+04 -2.33096692e+04 -5.68875796e+03
 -2.41352005e+04 -1.88753257e+04  1.02554763e+04  5.46222475e+03
  1.86076900e+04 -5.59134889e+02 -3.02498360e+04 -8.78444265e+03
 -9.96915490e+02 -4.06657326e+02  6.03297476e+03 -2.32954922e+04
  6.80026117e+03 -8.39272538e+03 -4.19945310e+03  1.56320516e+04
  2.23691605e+04  1.33308183e+04 -4.68365564e+03 -1.99735839e+04]"
221,음압병실,"[ -6963.00908841 -18571.16344279   5700.04503788  11459.87803086
  -2670.12057609  14667.34238091  -4315.7817845  -10190.3472988
   5955.34777734  -1091.66659379   2631.16417911   2739.21582586
    617.23694556   5989.34236562 -10098.96553445  17192.78117997
 -10197.26071732 -12877.72556648  18442.9819596    1172.11470754
   4775.41311567 -12745.12985491 -16467.29246589   7318.95381636
   4625.92681901  -9410.36517712  -2178.45050851   1729.30636861
  30953.99095626 -10070.56721751   3324.32421638   6496.17582707
  30599.89881463     45.04150122  11487.67706007  10476.7612964
   8765.51763557   9333.20884582   4812.90555574  18497.28055267
 -22537.54103674   3200.86666979   5557.24427761  -1255.6084715
 -15075.62628485   1678.22746092 -29553.63196131   1973.72639711
   3488.47109303    593.98427625  10781.24154097  17523.06963724
  -7343.61087066  -2536.63404137  -2526.74978851   2699.51783981
   8198.87173429  -8716.31426315  14721.90204413 -20852.15016634
   5673.46438539 -10041.67540248  -6413.30684605  -6525.28398327
 -10904.5590904     117.13050006   -719.6536263    2091.08724174
  -1727.40025901   5651.18506626   3303.81475398  -3129.00657248
 -12023.5012548   22378.75711376  12334.49715174  10352.13209473
  -9757.64795427  14948.56273285 -11855.90706663  -3995.73627295
  -7806.86014195 -13158.94880959   9271.86816265  14703.75360513
   6397.09948566  -2876.78873743 -21486.72930297  -5006.64052232
   2985.60316211   3168.54807714   2228.87331603 -18395.44657979
  13300.73997547  -3869.12922     -2104.24971939   -855.48502315
  17529.71203744  11614.57280923   2905.37736997 -13074.55756819]"
222,콘텐츠,"[ -3737.01327928 -11870.90971824   6670.6232008   17641.74794483
  12246.99147067  11103.10009577   4553.60977846  -8273.98957353
   -618.83459526   3370.90676226  10439.24202276   4270.41583852
   2681.3709376    5467.72657997  -5546.18620453  14318.80582413
  -2400.65404942  -4119.51091548  17788.96526994  11070.53817384
 -12692.09892762   8673.40993996  -4412.06007738   2261.57282128
  14350.70137386  -4148.1176171    -640.9976802    4973.73529563
   6189.70001693   -274.53196803  11982.12685718    107.77457458
   7956.46042639  -4095.47953427   7273.7977353   -4616.55045996
   4090.26324809   2485.65096083   -558.7448335   12230.07111673
 -12137.70879929  -1307.10708066   8164.9297066  -10823.78580512
   -127.52348874   2211.72965977  -7033.78003808    -56.26473577
  -2075.1091375   -2135.90734683   -416.59528438 -10213.27365186
   6071.65984095  -9848.15364745  -3828.94609521   6471.50508972
  17821.62215186   8278.57566198   4954.51335417 -19466.85114992
   2613.51466863 -15866.20593374  -1941.0426855   -3753.3609127
  -9690.85940323  23251.24970012 -10583.8262117    3376.56857575
  12879.27210118  -7233.92742496   4276.97725688 -14775.2501723
   1915.04189932  11092.01108641   9986.51250998  -1962.20408925
  -5922.76548487  -4012.88950387   9811.55987014   3842.3930656
 -11219.81926448   1558.52591186  -2268.97582957  -4993.89624984
   4100.49581775   5746.10549664 -13363.54638056  -8215.59031813
  -6555.37970324  11187.0864379    4615.81220582  -8568.45488226
   -126.70861921  12693.28680072   4738.68255866   5657.86644561
   3125.81611564   6141.23509708  -2357.30336442    549.97877798]"
223,LCD,"[-9.52574661e+03 -2.25598269e+04  4.96112942e+03  8.79002010e+03
 -2.40319622e+03 -2.51778312e+03 -5.72650610e+03 -2.04551831e+04
 -1.62869570e+04 -5.34377768e+02  3.46509381e+03  7.73558360e+03
  9.88940566e+03  1.37151074e+04 -1.15840739e+04 -9.65071731e+02
  1.03506663e+04 -4.69459575e+03  2.40473794e+04  1.39869159e+04
  3.03952000e+03  9.22599220e+03  9.89995592e+02 -1.22178124e+04
 -5.43094903e+03 -5.19216461e+03 -1.42885222e+04  1.28677235e+04
  8.95718841e+03 -1.12443834e+04 -6.43279575e+03 -4.52582238e+03
  2.66460496e+03 -3.78594631e+03  5.04448786e+03 -2.85836789e+03
  9.71119657e+03 -8.88324815e+03 -1.78649822e+03 -2.78102637e+03
 -1.46378120e+04 -3.24418730e+03  1.68702679e+04 -1.78605453e+04
  2.42032813e+03  1.34939220e+04 -1.53406568e+04  7.51925274e+03
  7.78973516e+03 -1.01488050e+04  1.18697507e+04 -4.71636197e+03
 -4.86784589e+03 -2.20547438e+03 -7.96920336e+03 -2.08398624e+01
  6.37930581e+02  3.65728147e+03  1.02200709e+04 -1.51358089e+04
 -3.75511736e+03 -1.70453979e+04  4.51987068e+02 -3.43039874e+03
 -1.65891242e+04  3.64680387e+04 -2.96737209e+03 -1.30181877e+02
  6.62912835e+01 -4.37903949e+03 -9.45290023e+03  2.92092025e+03
  2.04175374e+03  1.84359431e+04  2.26190317e+04 -7.12646177e+03
 -3.49183281e+04  7.38248807e+03  3.75750424e+03  4.09838989e+03
 -1.67947139e+04  4.44731659e+03 -7.59545535e+03 -2.67615601e+03
  9.07300587e+03 -1.65851622e+03 -6.38883992e+03 -2.84456433e+04
 -6.14404766e+03  1.78254413e+04  1.79846044e+04 -1.89639761e+04
 -2.84826545e+03 -2.40077895e+03 -7.81567572e+02  4.53348197e+03
  3.15836675e+02  8.35266347e+03 -1.95597020e+03  1.54762528e+04]"
224,한진,"[ -4623.10655642  -6615.15739315  11830.25563057  14273.39575634
   -738.93972052   5648.02931369  -7166.93354213 -18604.58105577
  -6634.95291219   1867.61816498    993.21484955   1280.25287232
  -2713.0914975    9537.18129094  -4556.24258543   3200.08806048
   2139.08560824  -8178.31752024   7649.76460263  11199.67345823
   1523.0463605   -2488.04689353 -11747.829918    -5173.11996124
   7500.65747364   1832.56707517  -7798.14116344   5446.42646417
  12433.64124753 -11948.30919107  -1142.01970705  -1481.79348109
   3417.33650545   3774.33361598  -1669.99653068  -1640.92441789
   3182.50523032   4890.52232715   -399.47377384   3675.41208311
 -14064.02363296   -702.24344682  15229.60852998 -10129.68885626
   1577.63349956   4128.4781154   -9156.08497695  -2857.22800915
  -7292.90940132   -870.43098936   8433.2678912   -6592.97790465
   -477.07632953  -6041.14470027   -518.48165952  10218.10694223
   2125.65471536  -7755.55406244   4661.36532345  -6707.53348957
   2803.37665642  -9287.3188898    3753.65779626  -3100.88839705
  -9715.27652912  12050.53479172   6473.72296502   2054.56982442
   6638.54912703  -1474.32276311  -2850.00172118   2682.50860129
   5010.7445332   11890.37850374  15103.74699974  -2646.00103402
 -15120.30375377   1283.15799345   8903.33054058   -151.70153353
 -10734.25210275   2303.45247304  -4374.70677615    760.35711504
     20.76326106  -2299.73372614  -6381.33850652 -10693.16888225
   -218.46821869  16750.43365832   5787.47281104 -10472.43808317
  11666.52489376  -7883.94687382  -4655.23114495    313.32224506
   1113.78310805   5842.10024845   1151.73651923   2527.3781196 ]"
225,알콜,"[-4.18709593e+03 -1.61534156e+04  3.63613690e+03  2.65563945e+03
  4.31525577e+03 -4.74789944e+03 -8.94347555e+03 -1.50338006e+04
 -1.32351912e+03  1.40218383e+03  2.60612202e+03 -5.58628194e+03
  3.38336538e+03  8.57586348e+03 -6.65285890e+03  6.46794354e+03
  1.14431528e+03 -3.57339665e+03  7.61789111e+03  6.61993509e+03
  8.52112554e+02  4.52572289e+03 -4.50465935e+02 -4.58414210e+03
 -1.34642268e+02 -8.46187896e+02 -4.05987871e+03  3.69172945e+03
  8.53976590e+03 -9.70573562e+02 -3.13308433e+03  1.32738476e+01
  9.90343768e+03 -2.84254857e+03  1.15229362e+04  5.78794820e+02
 -4.61169397e+03  3.97976995e+03  1.92571821e+03  5.41392157e+03
 -4.32725758e+03 -1.24765907e+04  1.33324864e+04 -2.68595371e+01
 -3.09678363e+03  2.49928212e+03 -1.12930280e+04  7.59349908e+03
  8.58656027e+03  2.00803324e+02  1.00615455e+04 -7.69412107e+03
 -5.85185445e+03 -5.99638218e+02  4.19566834e+03 -4.75625728e+03
  2.54070126e+02  6.44562946e+03 -4.51931125e+03 -1.06043611e+04
 -3.29333037e+03 -1.18429849e+04  3.29679513e+03  2.42756933e+03
 -6.86339235e+03  1.11122258e+04 -2.37383774e+02 -7.27056910e+03
  5.36101907e+03 -7.14653910e+02  2.96239439e+03  3.30371303e+03
  1.07995166e+03  1.03591004e+04  1.10495764e+04 -3.93187358e+02
 -8.60647369e+03  6.90276384e+03  6.70865776e+02 -1.61103113e+02
 -6.66298441e+03 -7.96049196e+03 -5.10195548e+03  2.83567851e+02
  9.89844822e+03  3.04291034e+03 -1.51148344e+04 -1.32113030e+04
  6.06179653e+02  1.25416132e+04  9.63005008e+03 -5.39602803e+03
 -3.19196620e+01 -4.92661813e+03 -3.58692499e+03  4.26921403e+03
  1.08462682e+04  2.00723254e+02 -5.90255966e+03 -2.48808827e+03]"
226,폐질환,"[-17244.9233489  -21321.28076943   6402.73277385   6385.13751911
  -2161.35475748  14015.64902825  -5541.05707978 -14387.10306023
    532.63756991  -9066.66958293   2735.99750575   1757.03926586
  10433.22814087   4254.17553925 -10977.44803251  15715.8491535
   -437.48358949  -9868.80129451  27000.09285962   1433.8852411
   2117.06563698   2672.05045329 -12301.08255362   5174.99056538
   9977.19972614  -5712.34884259  -5421.20737123  -2144.45037249
  24908.03856043  -9159.33185208   1332.78951786   3553.59773638
  33838.22926597  -7534.27275332   8040.97252166    734.26134892
  11372.9149639   16966.75754038   8252.76551578  13887.03239235
 -15704.18558558 -15901.49353015  20590.08502466  -2976.05059035
 -23824.75341621  -1211.10767251 -22736.59891045  -6853.05372791
   8384.91724872   -112.17916955  10703.98490772   9814.25924863
 -12890.00700259   2132.56012263   7698.7953263   -4001.14506223
  12098.14245203  -3686.44837762  13223.16337439 -26957.21989911
  14655.57222909  -7669.32239081  -1917.49489202  -7965.84518978
 -20928.83726645  16973.49844522  -1200.12726916    685.1271227
  -9567.44328267   5753.2247299   -1414.93042963  -6992.31755988
 -11467.27730085  23755.88100878  16762.87500533  15628.18775709
 -11760.22771938  19633.94331182 -15653.61524893  -2252.43527891
 -19655.21240727 -12398.20233305   9532.19584729   9843.98499475
  12081.87929586   2095.17830681 -23503.96199509 -12999.25370031
  -2010.92314382   6531.07695194   6256.73372341 -19566.69406142
   9275.05324578  -8973.35543374  -5957.86328795   6743.45432564
  11987.85205594   5917.488208    -2004.67427103 -13151.40421822]"
227,통일교,"[ -6032.28964894  -5125.80715816   4001.242159     8216.8654543
   4903.17005116   8391.86222603  -8817.64559594  -7546.04612887
   -145.26777262  -3476.74479643  -6723.60288057  12687.91914216
  -9739.20871942    357.56889525 -10328.66152883   6536.07820616
  -1837.13094598  -4661.9534206    6458.72017661   9138.32180217
   1696.99187473   -141.66751803 -28664.10084299   3220.4169402
  14499.10400873   3190.54780582 -15639.0167492    4101.41673938
  15277.11380818  -9803.46701012   7401.35617845  13580.90659892
  21992.84746453  -6429.21439478  11977.92169563  -3341.73699507
   6843.84211858  16720.38984168  15864.62090586  17624.40909948
 -21740.16328213 -21721.42065301  18288.46717674 -18547.49639597
 -15479.31336393     46.16153596  -6119.79158654 -21139.56890857
 -19733.54597221   7797.92877049   1769.5827015    8096.34404795
  -1427.43192042  -1303.92629221  -4208.33005826   4785.66921435
  18969.1027743   -6652.1080148   13418.92286819 -22978.85996911
  14990.69112826   -371.75737751   7590.85887179  -3509.48628886
 -18682.70919503   4896.27068403  -5621.01089174  24148.16496989
   3678.09432993   9365.76754572    951.33083178 -12186.9618579
  -6920.06131967  22594.75310071  13091.78810441   5858.87148842
 -11217.91558438   3540.29217658  -1678.37011723   8198.80618739
 -14627.39567208 -10476.13963144  -8598.98367668  13442.76566454
  -3781.51886039    345.37993336 -17388.94691352  -4215.71211066
  -1420.73061163   9469.8087997   -8100.3921896   -6945.2528743
  17862.55455878 -11612.93030494  -1851.48754362  -4066.95626044
   1206.0062589    5902.78018469   -234.83043767 -11118.57576131]"
228,자율주행,"[ -4724.59529064 -27404.74212251   7666.85176138  33634.21904225
   7454.57008961   8917.90303969  10130.98502588  -8277.03947498
  -4993.07773662   2947.0351718    9458.75423112   6189.56142372
   8674.21660946   6770.81480851  -6115.61533936  18661.05420564
  11010.10470191  -3054.07750532  24358.07084696   8827.52009903
  -1995.77790503   7376.92355806   7958.00438834   2300.6992294
  14441.96933307   -273.73317303  -4657.17475543   -551.59362567
  13906.36126692  -4584.09394408  14086.32588312 -10826.01291165
  21947.44686609  -7827.90532607   3679.48827896  -6911.32392097
  11460.01374542  -2172.19065495  -6371.60472279   9981.52065747
 -27700.80053203   -882.7412626    6315.37349262 -20744.07344645
   7315.68228311   6741.96981621 -16012.32982164   1657.39674402
  12361.65366538  -4567.42176036  -7218.74369397 -11084.37233349
   8269.32336057 -11845.15064192    157.06745599   8599.63652828
  13047.31899497  -2989.04026648   9802.80960499 -25072.62641452
 -14144.67915769 -24602.53361113  -8301.36176888  -4510.81212769
  -3320.15138445  28156.40289967  13682.16085725  -1536.66668047
   9452.6457363  -14465.41014016  -2171.65498484  -8300.18617917
   2623.07437097  17269.24009823   8794.90037995 -11630.18589785
 -17106.1490619   -6259.25286903  21421.52348583  -3076.95576531
  -6821.75687818   6867.02875079 -11572.73635272    882.99797313
   6657.78440301  -2942.74359242 -15772.43466535 -16417.81402676
  -9906.30919231  14297.11051569  11085.46612981  -8857.32099808
   1162.38608272    993.21772543   2297.73861702  10919.2261531
   7061.00769163   5993.4818035   -1076.92233724   3016.74649734]"
229,김빛내리,"[-2.34332396e+04 -2.70669924e+04 -4.19009399e+03  1.49641082e+04
  4.87013013e+03  2.40934750e+04 -8.22477650e+02 -1.44041576e+04
 -6.30537935e+03 -2.60302919e+04  8.53803252e+03  1.74142275e+03
  2.06076598e+04 -3.11264498e+02 -1.83263088e+04  1.40140856e+04
  1.05858244e+04  1.12170785e+04  4.57635780e+04 -5.60901154e+03
  3.11506405e+02  6.88774764e+02 -1.57716527e+04  1.10314671e+04
  1.84222175e+04  1.15711546e+04 -1.15201209e+04 -9.25970060e+02
  2.74213847e+04 -1.51020170e+04  1.23519902e+04 -1.74161833e+03
  3.09297786e+04 -1.60422965e+04  7.95973276e+02 -3.82889337e+02
  1.48377756e+04  8.26842052e+03  5.62110197e+03  1.42468642e+04
 -9.05671658e+03 -1.40633248e+04  2.31696431e+04 -2.05952307e+04
 -1.95599503e+04  6.23911804e+03 -1.15087641e+04 -4.17606333e+03
  1.40060381e+04  4.13701944e+03  7.12161984e+03  1.03024342e+04
 -1.49540892e+04  1.24720507e+04  4.99722884e+03 -1.77578577e+04
  1.31036435e+04  1.29121981e+03  7.84623245e+03 -3.86242343e+04
  2.30063706e+04 -1.14169569e+04 -1.91296662e+03  1.25311040e+04
 -2.96830022e+04  1.76874858e+04  2.19512978e+03  1.57230423e+04
 -1.36388633e+04 -5.06403004e+03 -5.03758959e+02 -1.75836790e+04
 -4.90501839e+03  2.90426656e+04  2.73095096e+04  1.41074934e+04
 -1.71424148e+04  1.75397792e+04 -9.41906182e+03 -1.19257871e+04
 -9.96677917e+03 -1.12106498e+04  9.14003148e+03  1.25227511e+04
  1.65259810e+04 -3.79700196e+03 -2.06337581e+04 -1.63379151e+04
 -7.72480644e+03 -1.18356249e+03  9.27821834e+03 -1.95465403e+04
  1.14858833e+02  1.09735979e+04  4.18899071e+03  2.29082506e+04
  8.40536558e+03  2.17967760e+04  6.40559765e+00 -1.88622467e+03]"
230,인공지능,"[ -9918.09756893 -19096.3974947   10986.35763748  21337.14584456
  10254.41946624  15933.38505609   3040.94613414 -12537.22890936
  -2399.89247162   4875.86211398  12709.72249525   6107.232995
   8460.56990043   5904.11252304  -9090.06540685  18270.32010182
   2946.03275439  -2175.81565145  26903.55362705   5994.52402807
  -9928.21977479   2622.23224956    654.89832079   3344.36805674
  16864.53337136  -3060.31236191   1208.03543601    208.47153643
   8892.15020049  -4211.65154682  16429.92602593  -2609.73485737
  13793.18067216  -4474.99882883   3394.77341934  -8888.79079079
  10831.96684818  -3488.57148281  -5950.31387288  12653.32612642
 -15100.06601639   2413.83748706  10021.93967456 -15749.43993571
   2841.28562619   9049.788106   -13100.33117553   5404.81646234
   5828.68285294  -4462.33982328   2984.03558002 -12260.8889115
   4796.93242904  -9019.99879656  -2669.69311126   4446.63629767
  17143.27057591  -1427.53222312   8191.19029528 -25361.99649732
  -1672.45297904 -16819.94970175  -7364.48426804  -2120.60214061
  -9080.64793974  23341.83629387   -775.9003932    1698.90945676
   9171.73942737  -6217.02105315  -1399.84701805 -13848.88132938
   2438.51583198  11228.11229847  13569.26418873  -1955.84258176
 -10504.03797576  -1124.48817245  13457.92857966    411.70332512
  -6339.54590715    862.43949926   -458.51490909    113.01405228
   4622.61172403   -998.73494977 -15267.19888636 -12900.20246784
  -9805.03281393   6158.59146053   6809.79187283 -10327.03004555
    394.17814551   5717.83289893   5986.40569175   9814.65816231
   3010.43928048   9362.94608934  -2110.32492954   3154.34647797]"
231,말라리아,"[-11550.29356905  -6847.97934754  -2905.85034131   8114.89072467
   1617.13218751   5665.36630225  -2591.87659335  -6750.57641038
   1393.1394215  -22916.47667016  -8246.56723395   2316.84790002
  11365.350494    17763.47507075  -1499.63222996   5607.55066726
  -6658.09850216   2630.07938573  19391.24758107   1488.47777341
   3071.97830541  -3534.37514396  -6548.19784703  14097.64887906
   5694.43790258  -4484.78288938 -12789.81777292   4606.69212338
  22326.13838037 -13638.17482221  -9285.26384391   5392.92792919
  22653.53456165 -10216.90529025   6259.59514377  14590.75517484
  -1176.17984414  16475.46056268   8372.78854092  10582.14039393
    919.63905571 -15803.45336704  20981.92874633   -517.59089154
 -15164.05844364    186.55965059  -6220.43529895  -4554.56732641
   1657.04492002   4208.55897826  14794.20046292   3628.89136212
  -7661.29675156   1111.31901702  13512.37924833   1217.03080344
   2645.14512783  -5764.81599068    893.5277327   -9961.25439921
  13623.93104341  -9640.99248476  -4236.50017911  -4016.86674019
 -19394.57001305  11569.2147022   -4852.04789498    778.56547599
 -15982.72410078   4422.80154536   -713.96002871  -6437.85303423
  -6509.5607473   21629.41430969  22710.34862338  12583.73334372
  -7171.11967771  14978.46322064 -19027.88722547    912.55391211
 -13482.37168375 -13236.49757052   3629.32575463   8679.19685829
  10856.42259449   1732.84613262 -25933.38167368   1440.06059133
  -3088.24104423  -1483.74664574  -1003.89797292 -18752.66311384
   3652.95910676 -11521.69676758  -1305.95638787   4013.50273966
  21061.91962092  14387.09629094   6115.37237979 -16442.43682248]"
232,아지트로마이신,"[-17564.09965673 -11754.55606063  -4325.92250425  11951.24303414
   1797.68585758  10504.22389666  -2310.49410998  -9875.25452613
   -274.56688606 -33789.04366299 -12221.5417202    2539.96768365
  18648.049862    22635.16853034  -4127.62097084   9658.82342693
  -9038.33194851   5116.12855667  28216.38537068  -1329.05035572
   4441.31993524  -4261.59739138  -5675.30827663  16930.90576421
   5980.93232352  -5492.27901257 -17346.69721416   3911.87046568
  26224.52272099 -20649.2436407  -14593.01624644   7780.93052579
  30323.57278253 -15909.28260099   5084.57205511  19711.9559198
   -882.65674938  22238.77346169   7820.02721174  14381.43168879
   4023.22468475 -22140.05651996  29068.1354024   -2267.76791648
 -22064.21044358  -5267.53458313  -5385.28859681  -5417.37911034
   6918.5087418     978.39447206  20508.15448942   6066.86997982
 -12363.93143773   1450.26520386  20205.66463748    820.00858505
    560.18003474  -7982.76406531   2749.100013   -13299.56903803
  20563.25421338 -11557.508848    -5305.07943198  -5199.05018098
 -28714.85703927  14560.68453034  -6438.77893626   2879.01526401
 -25300.91855227   2295.32464184  -1162.81782173  -9798.21618527
  -6696.12007268  29933.69475864  33629.01738166  19862.83692499
 -12091.02536602  22018.27598094 -27288.69439909   2347.96571042
 -18445.6276814  -18670.22351338   8648.92488815  10864.89882779
  14585.03268453   2751.67288734 -36089.29657214   5487.4090112
  -4479.61664788  -5836.29878357  -1303.44572395 -26926.86870244
   5195.32644971 -14828.65072237  -2383.7925114    5840.23207566
  29373.09963926  23714.16880168   7800.00069797 -20437.27947761]"
233,한타바이러스,"[-24650.4917219  -25319.15585911   -191.62861658  -4514.17613798
  -5125.79253161  13314.99471528 -10340.46627173 -16469.28916474
  -1106.72774338 -26996.84952018  -6671.80993497   7426.50065752
   9273.5354236    3217.91902027 -14720.15275318  11308.06538915
   6711.10041624    878.81127095  26659.47411374   -295.61919533
  11921.07381012   6152.03889881 -27890.83221195  14815.26610181
   8265.20126778  -1029.30444597 -10855.45014226   1768.00558929
  34238.9268019  -16359.56898656   7404.16588958   7970.1677017
  48754.44900123 -14082.01003943  12324.07659737  12357.69812812
  14870.56101717  26339.58192848  19683.0558065   18716.04763664
 -21358.08847464 -28217.7629909   17268.96090214  -7820.98412714
 -34332.46936142    394.18172501 -11546.57706196 -14777.93520155
   8697.47027421   7229.73210702   4107.53271943  26821.98239156
 -20499.27256062  19195.99373995   5355.2890908  -15728.67437514
  17759.28154251  -4546.35971112  16323.24581164 -39824.39776716
  16707.59676448  -3829.87851757   6331.03704012  -1461.25347877
 -39384.66864497  14431.61109621   3368.15485364   9696.71245153
 -13695.05856204  12108.81211281  -3053.80446684 -20582.27664437
 -19079.14114655  33549.03064337  16423.32208444  14425.70951938
 -16567.15049497  23753.02202718 -26613.18694333  -1937.54981149
 -17859.04254279 -22814.18092344   6132.24926119  17031.58121617
  17950.02092003  -5085.75330512 -28398.00018522 -13068.65542299
    466.99151384   3252.58800425   6918.6298949  -21373.9876115
  18095.90992517  -8041.25906887  -7016.24385666   9639.82561913
  14508.06120128  12458.11182498  -1218.08855965 -24940.6337367 ]"
234,골판지,"[ -8551.92233617 -18259.3279473   11004.92197546   3192.09491037
   4606.55935284  -5535.47464774 -13949.87123875 -23434.57606636
  -6483.6433199     -57.57006827   7248.26382025  -3060.96022276
   4268.81312519  11134.1414243  -10178.9959285    9070.12501672
   3418.94955423  -3806.40345421   9383.79531985  10891.31490524
   2605.50676668   4442.85810292    173.88681608 -10863.70587271
  -8004.30310413  -2612.89299325 -11914.61067919  12189.39686727
  13471.08156955    373.24254672   1900.79439079   -234.69069179
  14131.510511    -1652.08493244  11275.9944791    2442.01793604
   -199.62224357   2571.92579287   3957.30190211   3590.99459
  -7768.38029538 -17668.20411671  12661.394554   -12031.89027215
   -965.95937129   2477.73956523 -15728.66923487  12203.96167478
   5252.38064629  -3364.83691871  13417.59445356 -10677.05307656
 -10424.02462393    399.24372516   2217.88864784  -8274.72861732
   6151.37341929   9345.94676043   2282.08692253 -11485.42991088
  -3781.55589657 -22154.02173605   6209.8032734    -383.66850873
 -14862.6432931   24549.38161407   5680.89091336  -1906.6435066
   5905.11464882  -1474.13433467  -5770.65556244   1244.10179926
   6907.47630128  21508.13854515  23862.9846897   -6889.28556077
 -19255.22525522   8246.88599798    614.35732467    -36.91518362
  -9958.99195903  -4802.14091836 -15064.99776432   2197.36695573
  17559.22201065   1090.62656547 -10351.51665058 -26414.6025055
  -1941.32819901  25113.00222014  11140.33534099  -9325.24847975
   8579.49060372  -5350.54680471 -10159.80819062   9883.1287119
   9779.50511951   2617.50885475  -2618.24698748   2650.89386835]"
235,택배,"[ -8735.4976345   -5289.59920579   6741.97923607   5650.77543368
  -1127.93958757   1559.31667547  -6833.11064947  -8559.03234097
    424.14778205    481.31843911  -1633.73920981    223.48033695
  -2007.59508797  12550.10295178   -834.33199788  12401.84171028
  -3031.52547981 -12170.27648699   3969.71249872  10174.02096116
  -1129.5689189    -600.74210832 -11411.6171867   -1353.39237381
  10812.40275572  -4615.16955668  -3404.0184946    1264.31929908
  11681.95826835  -2717.86007835   2481.79273705    641.54728752
  11314.95239193   1092.56832537   9239.02356286   4345.59157477
  -3100.93570176   8786.6909616    8081.4684277    9093.74810748
 -14019.44512453  -3506.42699256   9185.56024988  -2335.02178974
  -5114.08635411   4333.79856479 -10930.95888744   -278.96915094
  -1287.69700186   2310.38343666   2591.82192953  -3244.3796094
  -5752.58952292  -4397.14793964   3534.37774366   5939.95502589
   9076.18667368  -1379.76315354   3255.88106256  -8948.93367155
  -2085.03138184  -7500.53305783     34.74987964  -2362.21478488
  -9374.73310573   9810.02271547   2437.65234429   -120.86517326
  11176.12017699  -2593.84538579   -674.12017421  -3194.12222096
   -212.07373155   5367.19222509   6453.10196888   -502.20683442
  -5076.57060933   -432.40456139   2855.7412655     530.2625253
  -4578.87416529  -4040.86400696  -8200.38968283   2573.97602589
   4594.95391521  -2387.4018935  -12455.00173226  -5889.00159793
   -512.37953114  14772.35418962   4452.97459857  -9000.27810566
   8872.99023227  -9108.85172747   -989.1235787   -1091.04739624
   5551.76466392  -4782.66548767  -3299.53493683  -7450.27327603]"
